,msno,song_id,source_system_tab,source_screen_name,source_type,target,song_length,artist_name,composer,lyricist,language,genre_id,city,bd,gender,registered_via,registration_init_time,expiration_date
78,8,1347,3,7,3,1,251402,1107,1435,1332,3.0,['458'],1,16,1,9,20080223,20171108
79,8,2619,3,8,3,1,242311,551,1699,1589,3.0,['465'],1,16,1,9,20080223,20171108
80,8,2139,3,8,3,1,218383,1334,2338,2298,3.0,['2022'],1,16,1,9,20080223,20171108
81,8,3350,1,10,5,0,204904,970,521,1656,3.0,['465'],1,16,1,9,20080223,20171108
82,8,1746,0,10,5,0,260597,775,2424,2387,3.0,['465'],1,16,1,9,20080223,20171108
83,8,2559,0,10,5,0,246778,253,192,423,31.0,['921'],1,16,1,9,20080223,20171108
84,8,3367,3,7,3,1,302080,1467,2539,2492,3.0,['1259'],1,16,1,9,20080223,20171108
85,8,2334,0,3,5,1,177319,860,1237,2155,3.0,['458'],1,16,1,9,20080223,20171108
86,8,2743,3,15,7,0,249429,328,2151,2091,3.0,['458'],1,16,1,9,20080223,20171108
87,8,938,3,7,4,1,239908,220,1855,1942,24.0,['451'],1,16,1,9,20080223,20171108
88,8,3481,3,0,0,1,225697,220,443,400,3.0,['465'],1,16,1,9,20080223,20171108
89,8,2473,0,10,5,0,233267,810,40,57,24.0,['465'],1,16,1,9,20080223,20171108
90,8,1029,0,10,5,1,210311,302,684,613,52.0,['139'],1,16,1,9,20080223,20171108
91,8,3337,0,10,5,1,204192,869,2595,2549,3.0,['458'],1,16,1,9,20080223,20171108
92,8,3330,0,10,5,0,247431,840,2242,1942,24.0,['451'],1,16,1,9,20080223,20171108
93,8,1946,0,10,5,0,256000,153,538,534,24.0,['465'],1,16,1,9,20080223,20171108
94,8,2202,0,3,5,1,261015,1116,2304,2262,3.0,['458'],1,16,1,9,20080223,20171108
95,8,1716,0,10,5,0,310080,942,1889,1564,3.0,['458'],1,16,1,9,20080223,20171108
96,8,3130,0,3,5,1,294347,1079,2048,1980,3.0,['458'],1,16,1,9,20080223,20171108
97,8,1407,0,10,5,0,200124,153,1155,802,24.0,['465'],1,16,1,9,20080223,20171108
98,8,1857,0,10,5,1,216398,1197,1981,1899,3.0,['458'],1,16,1,9,20080223,20171108
99,8,1082,0,10,5,1,202752,767,2033,2225,3.0,['458'],1,16,1,9,20080223,20171108
100,8,1276,0,2,5,1,238341,899,1784,2187,3.0,['458'],1,16,1,9,20080223,20171108
101,8,2913,0,3,5,0,262478,981,1901,2221,3.0,['458'],1,16,1,9,20080223,20171108
102,8,2242,0,10,5,0,253152,911,2174,2468,3.0,['458'],1,16,1,9,20080223,20171108
103,8,3347,0,2,5,1,249984,767,1872,2230,3.0,['458'],1,16,1,9,20080223,20171108
104,8,2700,0,10,5,0,145815,143,315,292,52.0,['465'],1,16,1,9,20080223,20171108
105,545,1689,5,12,6,0,191738,551,1622,1459,3.0,['465'],18,25,1,9,20080406,20171006
106,545,322,3,7,3,1,326243,1477,1386,1259,3.0,['458'],18,25,1,9,20080406,20171006
107,545,2059,6,1,9,0,264150,1069,2004,1838,3.0,['465'],18,25,1,9,20080406,20171006
108,545,625,6,13,7,0,212636,898,849,1328,3.0,['465'],18,25,1,9,20080406,20171006
109,545,664,6,10,5,0,263732,847,1714,1599,3.0,['458'],18,25,1,9,20080406,20171006
110,545,594,6,0,0,0,260284,847,1714,1827,3.0,['458'],18,25,1,9,20080406,20171006
111,545,1755,3,7,3,1,266553,1069,2388,2353,3.0,['458'],18,25,1,9,20080406,20171006
112,545,2292,5,12,6,0,261328,1061,2015,1977,3.0,['465'],18,25,1,9,20080406,20171006
113,545,1938,6,10,5,0,231444,847,1714,1534,3.0,['465'],18,25,1,9,20080406,20171006
114,545,535,5,12,6,0,233534,865,1735,1620,3.0,['465'],18,25,1,9,20080406,20171006
115,545,1382,6,0,0,1,244088,847,1714,1827,3.0,['458'],18,25,1,9,20080406,20171006
116,545,2570,5,12,6,1,230179,767,1956,1875,3.0,"['921', '465']",18,25,1,9,20080406,20171006
117,545,1356,6,13,7,0,208875,1282,2275,1697,3.0,['465'],18,25,1,9,20080406,20171006
118,545,3429,3,0,0,0,207813,847,1714,1827,3.0,['458'],18,25,1,9,20080406,20171006
119,545,2183,5,12,6,0,288182,1165,1704,1768,3.0,['465'],18,25,1,9,20080406,20171006
120,545,2028,5,12,6,0,243739,797,1618,1504,3.0,['465'],18,25,1,9,20080406,20171006
121,545,3337,6,13,7,1,204192,869,2595,2549,3.0,['458'],18,25,1,9,20080406,20171006
122,545,1265,6,13,7,1,267807,1321,2316,2277,3.0,['458'],18,25,1,9,20080406,20171006
123,545,1161,5,12,6,0,275644,1018,1944,2385,3.0,['465'],18,25,1,9,20080406,20171006
124,545,324,5,12,6,0,232803,790,1607,1491,3.0,['465'],18,25,1,9,20080406,20171006
125,545,166,3,0,0,0,181639,847,1714,1827,3.0,['458'],18,25,1,9,20080406,20171006
126,545,250,3,0,0,0,255226,847,1714,1827,3.0,['458'],18,25,1,9,20080406,20171006
127,545,1189,3,7,3,1,241824,1069,2083,2405,3.0,['458'],18,25,1,9,20080406,20171006
128,545,582,3,7,3,0,205824,1069,2442,1942,3.0,['458'],18,25,1,9,20080406,20171006
129,545,1982,3,7,3,0,59424,1069,1233,2405,3.0,['458'],18,25,1,9,20080406,20171006
130,253,1689,3,7,4,1,191738,551,1622,1459,3.0,['465'],14,40,0,3,20151014,20170920
131,253,878,1,10,5,0,307200,1069,2388,2405,3.0,['465'],14,40,0,3,20151014,20170920
132,253,612,0,10,5,1,275136,1197,2083,1838,3.0,['465'],14,40,0,3,20151014,20170920
133,253,1954,1,10,5,1,281077,405,901,840,3.0,['465'],14,40,0,3,20151014,20170920
134,253,3851,3,7,3,1,264150,1252,716,365,3.0,['458'],14,40,0,3,20151014,20170920
135,253,312,3,7,3,1,275017,676,2089,2112,3.0,['465'],14,40,0,3,20151014,20170920
136,253,1605,3,7,3,1,268016,1266,2288,2246,3.0,['465'],14,40,0,3,20151014,20170920
137,253,3765,0,10,5,1,239908,1200,1906,1814,3.0,['465'],14,40,0,3,20151014,20170920
138,253,2588,3,7,3,1,215597,775,2424,2387,3.0,['465'],14,40,0,3,20151014,20170920
139,253,1442,3,7,3,1,232803,732,122,218,3.0,['465'],14,40,0,3,20151014,20170920
140,253,835,0,10,5,0,305946,1174,611,540,3.0,['465'],14,40,0,3,20151014,20170920
141,253,91,3,7,3,1,250357,775,2424,2387,3.0,['465'],14,40,0,3,20151014,20170920
142,253,3088,0,10,5,1,194168,1334,1115,1033,3.0,['465'],14,40,0,3,20151014,20170920
143,253,664,3,7,3,0,263732,847,1714,1599,3.0,['458'],14,40,0,3,20151014,20170920
144,253,1881,3,7,3,1,283324,779,660,587,3.0,['465'],14,40,0,3,20151014,20170920
145,253,667,0,10,5,0,257253,84,2481,2434,3.0,['465'],14,40,0,3,20151014,20170920
146,253,2865,0,10,5,1,274285,1417,1872,1767,3.0,['465'],14,40,0,3,20151014,20170920
147,253,3340,3,7,3,0,264335,1385,90,80,3.0,['465'],14,40,0,3,20151014,20170920
148,253,407,3,7,3,1,265822,775,2424,2387,3.0,['465'],14,40,0,3,20151014,20170920
149,253,3113,3,7,4,1,291596,790,1924,1656,3.0,['465'],14,40,0,3,20151014,20170920
150,253,2251,3,7,4,1,210102,1194,2502,2043,3.0,"['465', '1259']",14,40,0,3,20151014,20170920
151,253,3694,3,7,4,1,273345,1043,1985,1906,3.0,['465'],14,40,0,3,20151014,20170920
152,253,3598,3,7,3,1,196440,551,601,1838,3.0,['465'],14,40,0,3,20151014,20170920
153,253,3083,3,7,3,1,200620,847,1715,2517,3.0,['458'],14,40,0,3,20151014,20170920
154,253,1271,3,7,3,1,277315,897,2368,2331,10.0,['465'],14,40,0,3,20151014,20170920
155,253,3139,0,10,5,1,233221,1197,1640,1942,3.0,['465'],14,40,0,3,20151014,20170920
156,253,2500,0,10,5,1,246491,1497,2595,2549,3.0,['465'],14,40,0,3,20151014,20170920
157,253,3398,3,7,3,1,273972,1261,1892,1800,3.0,['465'],14,40,0,3,20151014,20170920
158,253,3645,0,10,5,1,256208,775,1902,2387,3.0,['465'],14,40,0,3,20151014,20170920
159,253,215,3,7,3,1,193515,1047,1714,1827,3.0,['465'],14,40,0,3,20151014,20170920
160,253,342,0,10,5,1,277002,1449,2131,2062,10.0,['465'],14,40,0,3,20151014,20170920
161,253,259,3,7,3,1,259970,1482,2518,2448,3.0,['465'],14,40,0,3,20151014,20170920
162,253,1507,3,7,3,0,156363,1235,1431,410,3.0,['465'],14,40,0,3,20151014,20170920
163,253,781,3,7,4,1,200411,1194,2502,1747,3.0,['458'],14,40,0,3,20151014,20170920
164,253,1533,3,7,3,0,282017,732,2121,1977,3.0,['465'],14,40,0,3,20151014,20170920
165,253,1936,0,0,0,0,252551,1134,2434,2398,10.0,['2157'],14,40,0,3,20151014,20170920
166,253,2259,3,7,3,0,276349,810,1438,59,24.0,['465'],14,40,0,3,20151014,20170920
167,253,620,3,7,3,1,277733,991,2330,2449,3.0,['465'],14,40,0,3,20151014,20170920
168,253,1365,3,7,3,0,207621,1207,2190,1656,3.0,['458'],14,40,0,3,20151014,20170920
169,253,1462,3,7,3,1,158824,847,1714,1827,3.0,['458'],14,40,0,3,20151014,20170920
170,253,534,3,7,4,1,279552,767,2468,2532,3.0,['465'],14,40,0,3,20151014,20170920
171,253,3136,3,7,3,0,257462,810,224,57,3.0,['465'],14,40,0,3,20151014,20170920
172,253,3032,3,7,3,1,290403,950,1504,1125,3.0,['465'],14,40,0,3,20151014,20170920
173,253,1855,3,7,3,1,247756,20,1636,1942,3.0,['465'],14,40,0,3,20151014,20170920
174,253,886,3,7,3,0,249991,1065,1104,461,3.0,['465'],14,40,0,3,20151014,20170920
175,253,1687,3,7,3,0,262765,898,678,607,3.0,['465'],14,40,0,3,20151014,20170920
176,253,644,3,7,4,1,253596,1288,1891,1900,10.0,['465'],14,40,0,3,20151014,20170920
177,253,466,3,7,3,1,299990,732,2484,1503,3.0,['465'],14,40,0,3,20151014,20170920
178,253,3354,3,7,3,0,136208,1482,2134,2207,3.0,['465'],14,40,0,3,20151014,20170920
179,253,77,3,7,3,0,259669,775,2424,2387,3.0,['465'],14,40,0,3,20151014,20170920
180,253,2624,0,10,5,0,257671,775,2175,2387,3.0,['465'],14,40,0,3,20151014,20170920
181,253,420,3,7,3,1,284734,968,1879,1780,3.0,['465'],14,40,0,3,20151014,20170920
182,253,2183,3,7,3,1,288182,1165,1704,1768,3.0,['465'],14,40,0,3,20151014,20170920
183,253,616,3,7,3,1,310543,12,1778,2079,3.0,['465'],14,40,0,3,20151014,20170920
184,253,2038,3,13,5,1,160078,516,191,1014,3.0,['465'],14,40,0,3,20151014,20170920
185,253,1416,3,7,4,1,322432,1047,1990,2025,3.0,['465'],14,40,0,3,20151014,20170920
186,253,2163,3,7,3,0,275017,1129,2106,2385,10.0,['465'],14,40,0,3,20151014,20170920
187,253,3778,3,7,3,1,244610,1369,396,201,3.0,['465'],14,40,0,3,20151014,20170920
188,253,2864,3,7,4,1,285930,7,1876,1776,3.0,['465'],14,40,0,3,20151014,20170920
189,253,311,3,7,3,1,224049,1380,2070,2003,3.0,['465'],14,40,0,3,20151014,20170920
190,253,3060,3,7,3,1,295752,938,1836,1659,3.0,['465'],14,40,0,3,20151014,20170920
191,253,46,0,10,5,0,248917,1205,2187,2132,3.0,['458'],14,40,0,3,20151014,20170920
192,253,2383,3,7,3,1,246317,938,1836,1742,3.0,['465'],14,40,0,3,20151014,20170920
193,253,193,3,7,3,1,296855,1086,2054,1985,3.0,['465'],14,40,0,3,20151014,20170920
194,253,3767,3,7,3,1,289097,933,1423,1295,3.0,['465'],14,40,0,3,20151014,20170920
195,253,3097,3,7,3,1,281182,933,843,778,3.0,['465'],14,40,0,3,20151014,20170920
196,253,3347,3,7,7,0,249984,767,1872,2230,3.0,['458'],14,40,0,3,20151014,20170920
197,253,3762,3,7,3,0,260527,1305,2054,2079,3.0,['465'],14,40,0,3,20151014,20170920
198,869,1689,3,7,3,1,191738,551,1622,1459,3.0,['465'],9,25,0,9,20091007,20171025
199,869,1605,3,7,3,1,268016,1266,2288,2246,3.0,['465'],9,25,0,9,20091007,20171025
200,869,3285,3,7,3,1,202318,1194,2502,1747,3.0,"['465', '1259']",9,25,0,9,20091007,20171025
201,869,69,3,7,3,0,271673,889,1573,1459,3.0,['465'],9,25,0,9,20091007,20171025
202,869,1247,3,7,3,1,267241,684,1263,1165,3.0,['458'],9,25,0,9,20091007,20171025
203,869,1191,3,13,5,1,290168,905,1985,1906,3.0,['458'],9,25,0,9,20091007,20171025
204,869,1159,3,7,3,1,262478,20,2401,1656,3.0,['465'],9,25,0,9,20091007,20171025
205,869,2251,3,7,3,1,210102,1194,2502,2043,3.0,"['465', '1259']",9,25,0,9,20091007,20171025
206,869,2369,3,7,3,1,246595,20,1636,1942,3.0,['465'],9,25,0,9,20091007,20171025
207,869,144,3,7,3,1,294983,1235,366,334,3.0,['458'],9,25,0,9,20091007,20171025
208,869,3471,3,7,4,1,246134,435,981,912,52.0,['465'],9,25,0,9,20091007,20171025
209,869,1628,3,7,3,0,271882,889,1573,1459,3.0,['465'],9,25,0,9,20091007,20171025
210,869,1894,3,7,3,1,195082,551,1825,1838,3.0,['465'],9,25,0,9,20091007,20171025
211,869,333,3,7,4,1,195875,327,738,670,52.0,['465'],9,25,0,9,20091007,20171025
212,869,153,3,7,4,1,344433,435,982,913,52.0,['465'],9,25,0,9,20091007,20171025
213,869,1707,3,7,4,1,245376,435,980,911,52.0,['465'],9,25,0,9,20091007,20171025
214,181,1689,3,7,3,0,191738,551,1622,1459,3.0,['465'],22,44,1,7,20100427,20171007
215,181,612,3,7,3,0,275136,1197,2083,1838,3.0,['465'],22,44,1,7,20100427,20171007
216,181,3275,3,7,3,1,233142,1194,2502,1747,3.0,"['465', '1259']",22,44,1,7,20100427,20171007
217,181,1605,3,7,3,1,268016,1266,2288,2246,3.0,['465'],22,44,1,7,20100427,20171007
218,181,3285,3,7,3,1,202318,1194,2502,1747,3.0,"['465', '1259']",22,44,1,7,20100427,20171007
219,181,2865,3,7,3,1,274285,1417,1872,1767,3.0,['465'],22,44,1,7,20100427,20171007
220,181,694,3,7,3,1,277629,949,2131,2543,3.0,['465'],22,44,1,7,20100427,20171007
221,181,3113,3,7,3,1,291596,790,1924,1656,3.0,['465'],22,44,1,7,20100427,20171007
222,181,1632,2,10,5,1,234579,1463,2533,2484,3.0,['465'],22,44,1,7,20100427,20171007
223,181,2403,3,7,4,1,213216,1194,2502,1748,3.0,['465'],22,44,1,7,20100427,20171007
224,181,2251,3,7,3,1,210102,1194,2502,2043,3.0,"['465', '1259']",22,44,1,7,20100427,20171007
225,181,555,3,7,3,0,238654,20,1928,2340,3.0,['465'],22,44,1,7,20100427,20171007
226,181,2426,3,7,3,1,226847,1374,2016,1657,3.0,['465'],22,44,1,7,20100427,20171007
227,181,3023,3,7,3,1,258902,1419,2477,2278,3.0,['465'],22,44,1,7,20100427,20171007
228,181,3139,3,7,3,1,233221,1197,1640,1942,3.0,['465'],22,44,1,7,20100427,20171007
229,181,49,3,7,3,0,274808,813,2473,1843,3.0,['465'],22,44,1,7,20100427,20171007
230,181,2918,3,7,3,1,230784,975,1886,1796,3.0,['465'],22,44,1,7,20100427,20171007
231,181,1834,3,7,3,0,205008,905,1088,869,3.0,['465'],22,44,1,7,20100427,20171007
232,181,388,3,7,3,0,257671,975,1886,2258,3.0,['458'],22,44,1,7,20100427,20171007
233,181,3809,3,7,3,1,289671,732,859,702,3.0,['465'],22,44,1,7,20100427,20171007
234,181,3471,3,7,3,1,246134,435,981,912,52.0,['465'],22,44,1,7,20100427,20171007
235,181,1571,3,7,3,1,172524,1264,181,170,3.0,['465'],22,44,1,7,20100427,20171007
236,181,1778,3,7,3,1,283977,8,1876,1776,3.0,['465'],22,44,1,7,20100427,20171007
237,181,3355,3,7,3,0,288287,792,2053,2258,3.0,['465'],22,44,1,7,20100427,20171007
238,181,593,3,7,3,0,269479,1374,893,2109,3.0,['465'],22,44,1,7,20100427,20171007
239,181,57,3,7,3,0,177110,1267,2609,1896,3.0,['465'],22,44,1,7,20100427,20171007
240,181,3317,3,7,3,0,300930,238,916,1236,52.0,['465'],22,44,1,7,20100427,20171007
241,181,1565,3,7,3,1,207986,547,1163,1072,52.0,['430'],22,44,1,7,20100427,20171007
242,181,2132,3,7,3,0,295871,86,151,141,52.0,['465'],22,44,1,7,20100427,20171007
243,181,2756,6,1,9,0,211487,111,867,807,52.0,['465'],22,44,1,7,20100427,20171007
244,181,3549,6,1,9,0,266681,111,281,262,52.0,['465'],22,44,1,7,20100427,20171007
245,181,3153,0,10,5,0,243983,459,2613,2565,3.0,['458'],22,44,1,7,20100427,20171007
246,1092,1689,3,7,3,1,191738,551,1622,1459,3.0,['465'],22,25,0,9,20160819,20171028
247,1092,1824,0,10,5,1,219193,108,194,175,52.0,['1609'],22,25,0,9,20160819,20171028
248,1092,1500,0,10,5,0,222197,108,195,176,52.0,['1609'],22,25,0,9,20160819,20171028
249,1092,2588,6,13,7,1,215597,775,2424,2387,3.0,['465'],22,25,0,9,20160819,20171028
250,1092,3285,3,7,3,1,202318,1194,2502,1747,3.0,"['465', '1259']",22,25,0,9,20160819,20171028
251,1092,299,3,7,3,1,268225,767,1790,2164,3.0,['465'],22,25,0,9,20160819,20171028
252,1092,3745,6,13,7,1,250357,849,1717,1601,3.0,['458'],22,25,0,9,20160819,20171028
253,1092,1313,6,13,7,0,201351,849,1717,1603,3.0,['458'],22,25,0,9,20160819,20171028
254,1092,3598,3,7,3,1,196440,551,601,1838,3.0,['465'],22,25,0,9,20160819,20171028
255,1092,3577,6,13,7,1,263941,1107,1435,26,3.0,['458'],22,25,0,9,20160819,20171028
256,1092,890,3,7,3,1,210912,591,754,687,52.0,['465'],22,25,0,9,20160819,20171028
257,1092,2316,3,7,3,1,232431,551,649,1656,3.0,['465'],22,25,0,9,20160819,20171028
258,1092,3386,6,13,7,1,236773,1334,2338,2298,3.0,['2022'],22,25,0,9,20160819,20171028
259,1092,3139,3,7,3,1,233221,1197,1640,1942,3.0,['465'],22,25,0,9,20160819,20171028
260,1092,2363,3,7,3,1,214361,622,823,755,31.0,['465'],22,25,0,9,20160819,20171028
261,1092,3839,3,7,3,1,245446,220,443,400,3.0,['465'],22,25,0,9,20160819,20171028
262,1092,587,3,7,3,1,264751,1293,507,351,3.0,['465'],22,25,0,9,20160819,20171028
263,1092,3350,3,7,3,1,204904,970,521,1656,3.0,['465'],22,25,0,9,20160819,20171028
264,1092,866,6,13,7,1,197172,1235,1126,1043,3.0,['465'],22,25,0,9,20160819,20171028
265,1092,3645,6,13,7,1,256208,775,1902,2387,3.0,['465'],22,25,0,9,20160819,20171028
266,1092,340,3,7,3,1,229485,1469,1131,208,3.0,['465'],22,25,0,9,20160819,20171028
267,1092,177,3,7,3,1,217234,1170,1763,1650,3.0,['1259'],22,25,0,9,20160819,20171028
268,1092,144,6,13,7,1,294983,1235,366,334,3.0,['458'],22,25,0,9,20160819,20171028
269,1092,306,3,7,3,1,180662,1281,911,848,3.0,['458'],22,25,0,9,20160819,20171028
270,1092,1507,6,13,7,1,156363,1235,1431,410,3.0,['465'],22,25,0,9,20160819,20171028
271,1092,3721,3,7,3,1,233952,71,1983,2552,3.0,['465'],22,25,0,9,20160819,20171028
272,1092,80,3,7,3,1,213275,96,962,893,52.0,['465'],22,25,0,9,20160819,20171028
273,1092,3566,3,7,3,1,187663,767,593,442,3.0,['465'],22,25,0,9,20160819,20171028
274,1092,2498,6,13,7,0,225906,849,1011,2420,3.0,['465'],22,25,0,9,20160819,20171028
275,1092,2905,6,13,7,0,257462,849,1011,946,3.0,['465'],22,25,0,9,20160819,20171028
276,1092,1219,3,7,3,1,276688,820,1849,1680,3.0,['465'],22,25,0,9,20160819,20171028
